OMIM_gene,OMIM_disease_ch,OMIM_id
FZD4,渗出性玻璃体视网膜病变1;早熟视网膜病,604579
FZD6,指甲疾病，先天性非症候群，10，（爪形指甲） ,603409
G6PC,糖原累积症Ia,613742
G6PC3,Dursun综合征 ;严重先天性中性白细胞减少症4型，常染色体隐性遗传,611045
G6PD,由于G6PD缺乏抗疟疾;蚕豆病 ;溶血性贫血由于G6PD（葡萄糖-6-磷酸脱氢酶）缺乏,305900
GAA,糖原累积症II,606800
GABRA1,儿童失神性癫痫易感4型;癫痫，青少年肌阵挛性、易感、5 ;早发幼儿癫痫性脑病19,137160
GABRA2,酒精依赖性，易感 ,137140
GABRB3,儿童失神性癫痫易感5型,137192
GABRD,全身性癫痫伴热性惊厥叠加，5型，易感;癫痫，特发性全身性癫痫 ，10;癫痫，青少年肌阵挛性、易感,137163
GABRG2,儿童失神性癫痫易感2型;癫痫，全身性，伴高热惊厥，3型 ;急性发热，家族性，8,137164
GAD1,脑麻痹，痉挛性四肢瘫痪，1,605363
GAL,癫痫，家族性颞叶，8,137035
GALC,Krabbe病，球形细胞脑白质营养不良 ,606890
GALE,差向异构酶缺乏性半乳糖血症 ,606953
GALK1,半乳糖激酶缺乏症伴白内障 ,604313
GALNS,黏多糖贮积症IVA ,612222
GALNT12,结直肠癌，易感，1,610290
GALNT3,肿瘤样钙沉着症，高血磷，家族性,601756
GALT,半乳糖血症 ,606999
GAMT,脑型肌酸缺乏症综合征2（胍乙酸转甲基酶缺乏症）,601240
GAN,巨轴索神经病-1,605379
GARS,"Charcot-Marie-Tooth病，2D型;神经病变，远端型遗传性运动,VA型",600287
GAS8,原发性纤毛运动障碍，33,605178
GATA1,贫血，X连锁，伴随或不伴随嗜中性白血球减少症和/或血小板异常;白血病，巨核细胞，伴随或不伴随唐氏综合征，体细胞;血小板减少症伴随β-地中海贫血，X连锁;血小板减少症，X连锁，伴或不伴纯红细胞再生障碍贫血,305371
GATA2,急性髓系白血病易感;骨髓增生异常综合征，易感;Emberger综合征（原发性淋巴水肿伴脊髓发育不良）;免疫缺陷症21,137295
GATA3,甲状旁腺功能减退症，感音神经性耳聋，与肾发育不良,131320
GATA4,睾丸异常伴或不伴先天性心脏病 ;房间隔缺损2;房室间隔缺乏症4;法洛四联症 ;室间隔缺损1,600576
GATA6,房间隔缺损9;房室间隔缺乏症5;胰腺发育不全和先天性心脏缺乏症 ;持久性动脉干;法洛四联症 ,601656
GATAD1,心肌病，扩张，2B,614518
GATAD2B,智力低下，常染色体显性遗传18,614998
GATM,脑型肌酸缺乏症综合征3（精氨酸/甘氨酸脒基转移酶缺乏症）,602360
GBA,路易体痴呆，易感;帕金森病，迟发型，易感;围产期致死性戈谢病;戈谢病I型;戈谢病II型;戈谢病III型;戈谢病IIIC型,606463
GBA2,痉挛性截瘫46，常染色体隐性遗传,609471
GBD2,胆囊疾病2 ,609918
GBD3,胆囊疾病3,609919
GBE1,糖原累积症IV;葡聚糖体病，成人型,607839
GCCD3,糖皮质激素缺乏症3,609197
GCDH,戊二酸血症，I型,608801
GCG,糖尿病，非胰岛素依赖型,138030
GCGR,糖尿病，非胰岛素依赖型,138033
GCH1,张力失调，多巴反应 ，伴或不伴高苯丙氨酸血症（GTP环化水解酶1缺乏性多巴反应性张力失调）？;高苯丙氨酸血症，BH5缺乏症，B,600225
GCK,"非胰岛素依赖型糖尿病，迟发性;糖尿病，新生儿永久性;家族性高胰岛素血症性低血糖症3型;MODY,II型",138079
GCKR,空腹血浆葡萄糖水平QTL 5,600842
GCLC,心肌梗塞，易感性;溶血性贫血由于γ-谷氨酰半胱氨酸合成酶缺乏症 ,606857
GCLM,心肌梗塞，易感性,601176
GCM2,甲状旁腺功能减退症，家族性孤立 ,603716
GCNT2,血型，Ii;成人i型不伴白内障 ;白内障13，伴随成人i表型,600429
GCSH,甘氨酸脑病 ,238330
GDAP1,轴突型Charcot-Marie-Tooth病，2K型;轴突型Charcot-Marie-Tooth病，伴随声带麻痹;Charcot-Marie-Tooth病，隐性中间型，A;Charcot-Marie-Tooth病，4A型,606598
GDF1,右心室双出口 ;右心房异构;法洛四联症 ;大动脉转位，右旋环3 ,602880
GDF2,毛细血管扩张症，遗传性出血性，5型,605120
GDF3,Klippel-Feil综合征3，常染色体显性遗传 ;小眼畸形伴眼缺损6;单纯性小眼畸形7,606522
GDF5,肢端中部发育不良，Hunter Thompson型;骨关节炎-5;短指（趾）症，A1型，C;短指（趾）症，A2型;短指（趾）症，C型;软骨发育异常，Grebe型;Du Pan综合征（腓骨发育不良伴复合型短指（趾）畸形）;多骨性联接综合征2;指关节粘连，近端，1B,601146
GDF6,Klippel-Feil综合征1，常染色体显性遗传 ;Leber氏先天性黑蒙17;小眼畸形伴眼缺损6，二基因的;单纯性小眼畸形4,601147
GDF8,肌肉肥大 ,601788
GDI1,智力低下，X连锁41,300104
GDNF,先天性巨结肠症，易感性，3 ;嗜铬细胞瘤，修饰型;中枢性肺换气不足综合征,600837
GEFSP4,全身性癫痫，伴高热惊厥，4型,609800
GEFSP6,全身性癫痫，伴高热惊厥，6型,612279
GEFSP8,癫痫，全身性，伴高热惊厥，8型,613828
GER,胃食管反流,109350
GEVQ1,基因表达，突变，QTL ,608875
GEVQ2,基因表达，突变，QTL ,608878
GFAP,亚历山大病,137780
GFER,线粒体进行性肌病伴先天性白内障，耳聋及发育迟缓,600924
GFI1,嗜中性白血球减少症，非免疫性慢性特发性，成人;严重先天性中性白细胞减少症2型，常染色体显性遗传,600871
GFI1B,出血性障碍，血小板型，17,604383
GFM1,复合型氧化磷酸化缺陷症1 ,606639
GFND1,肾小球纤维连接蛋白沉积1 ,137950
GFPT1,肌无力，先天性，12，伴随管性聚合,138292
GGCX,弹性假黄瘤样障碍伴随多凝血因子缺乏症 ;维生素K依赖性凝血因子，缺乏症性结合,137167
GGT1,谷胱甘肽尿症 ,231950
GGT2,γ-谷氨酰转移酶、家族性高血清,137181
GH1,生长激素缺乏症，分离性，IA型;生长激素缺乏症，分离性，IB型;生长激素缺乏症，分离性，II型;Kowarski综合征,139250
GHR,高胆固醇血症，家族性，修饰性;部分生长激素不敏感 ;对生长激素的反应性增加 ;Laron侏儒症,600946
GHRH,GHRF缺乏症导致的单纯性生长激素缺乏症;由于生长激素释放因子分泌过多引起的巨人症,139190
GHRHR,生长激素缺乏症，分离性，IB型,139191
GHRL,肥胖，易感,605353
GHSR,生长激素缺乏症，孤立性部分,601898
GIF,内因子缺乏症 ,609342
GIGYF2,帕金森病11,612003
GINGF2,纤维瘤病，牙龈，2,605544
GINGF3,纤维瘤病，牙龈，3,609955
GINGF4,纤维瘤病，牙龈，4,611010
GIPC3,耳聋，常染色体隐性遗传15,608792
GIPR,血糖、2小时，QTL2 ,137241
GJA1,心房间隔缺损;颅骨干骺端发育不良，常染色体隐性遗传;可变性红斑角皮病等进行性骨化性肌炎 ;左心发育不良综合征1 ;眼-牙-指发育不良;眼-牙-指发育不良，常染色体隐性遗传;掌跖角化症伴先天性脱发;并指（趾）Ⅲ型,121014
GJA3,白内障14，多基因控制性,121015
GJA5,房性纤颤，家族性，11;心房停顿，双基因的 (GJA5/SCN5A),121013
GJA8,白内障1，多基因控制型,600897
GJB1,Charcot-Marie-Tooth疾病，X连锁显性1,304040
GJB2,Bart-Pumphrey综合征;耳聋，常染色体显性遗传3A;耳聋，常染色体隐性遗传1A;高起样鱼鳞病伴耳聋 ;角膜炎-鱼鳞病-耳聋综合征 ;皮肤角化，掌跖，伴随耳聋;Vohwinkel综合征（残毁性掌跖角皮症）,121011
GJB3,耳聋，常染色体显性遗传2B;耳聋，常染色体显性遗传，伴随外围神经病变;耳聋，常染色体隐性遗传;耳聋，基因GJB2/GJB3;可变性红斑角皮病等进行性骨化性肌炎 ,603324
GJB4,可变性红斑角皮病伴随匐行性回状红斑 ,605425
GJB6,耳聋，常染色体显性遗传3B;耳聋，常染色体隐性遗传1B;耳聋，基因GJB2/GJB6;外胚层发育不良2，Clouston型,604418
GJC2,低髓鞘化脑白质营养不良 ，2（佩梅样病1型）;淋巴水肿，遗传，IC;痉挛性截瘫44，常染色体隐性遗传 ,608803
GK,甘油激酶缺乏症 ,300474
GLA,Fabry病 ;Fabry病，心脏变异型,300644
GLB1,GM1神经节苷脂贮积症，I型 ;GM2神经节苷脂贮积症，II型;GM3神经节苷脂贮积症，III型;黏多糖贮积症IVB型(Morquio),611458
GLC1B,"青光眼1B，原发性开角,成人发病",606689
GLC1C,青光眼1C，原发性开角,601682
GLC1D,青光眼1D，原发性开角,602429
GLC1H,青光眼1，开角，H,611276
GLC1I,青光眼1，开角，I,609745
GLC1K,"青光眼1K，原发性开角,青少年发病 ",608696
GLC1M,青光眼1，开角，M,610535
GLC1N,青光眼1，开角，N,611274
GLC1P,青光眼1，开角，P,177700
GLC3B,"青光眼3，原发性开角,B",600975
GLC3C,"青光眼3，原发性开角,C",613085
GLCCI1,糖（肾上腺）皮质激素治疗应答,614283
GLDC,甘氨酸脑病 ,238300
GLE1,关节挛缩，致死，伴随前角细胞病 ;致命的先天性挛缩综合征1,603371
GLI2,Culler-Jones综合征;前脑无裂畸形9,165230
GLI3,下丘脑错构瘤，体细胞;Greig头多指综合征;Pallister-Hall综合征;轴后多指（趾）症A1和B型;轴前多指（趾）症IV型,165240
GLIS2,肾单位肾痨7,608539
GLIS3,糖尿病，新生儿，伴随先天性甲状腺功能减退症 ,610192
GLM4,胶质瘤的易感性4,607248
GLM5,胶质瘤的易感性5,613030
GLM6,胶质瘤的易感性6,613031
GLM7,胶质瘤的易感性7,613032
GLM8,胶质瘤的易感性8,613033
GLML,Glomuvenous畸形,601749
GLRA1,惊跳病，遗传性1，常染色体显性或隐性遗传,138491
GLRB,惊跳病2、常染色体隐性遗传,138492
GLRX5,贫血、铁粒幼细胞，3，维生素B6难治疗;痉挛，儿童期发病，与高甘氨酸血症 ,609588
GLUD1,高胰岛素血症高氨血症综合征,138130
GLUL,谷氨酰胺缺乏症，先天性,138290
GLYCTK,D-甘油酸尿 ,610516
GM2A,GM4神经节苷脂贮积症，AB变异型,613109
GMNN,Meier Gorlin综合征6,602842
GMPPA,无泪，弛缓不能，伴随精神运动性阻滞综合征 ,615495
GMPPB,先天性肌营养不良-抗肌萎缩相关糖蛋白病伴脑眼异常A型，14;先天性肌营养不良-抗肌萎缩相关糖蛋白病伴或不伴智力低下B型，14;肌营养不良-抗肌萎缩相关糖蛋白病（肢带型），C型，14(肢带型肌营养不良2T型),615320
GNA11,低血钙症，常染色体显性遗传2;高钙血症，II型 ,139313
GNAI2,垂体ACTH分泌腺瘤;特发性室性心动过速,139360
GNAI3,耳髁突综合征1型,139370
GNAL,张力失调25型,139312
GNAO1,早发幼儿癫痫性脑病17,139311
GNAQ,毛细管畸形，先天性，1，体细胞，镶嵌性;Sturge-Weber综合征，体细胞，镶嵌型,600998
GNAS,肢端肥大症，体细胞;ACTH非依赖性肾上腺大结节样增生 ;McCune - Albright综合征，体细胞，镶嵌型;骨发育异常，进程性;假性甲状旁腺功能减退症Ia;假性甲状旁腺功能减退症Ib;假性甲状旁腺功能减退症Ic;假甲状旁腺功能减退症,139320
GNASAS1,假性醛固酮减少症IB型,610540
GNAT1,夜盲症，先天性静止，1G型;夜盲，先天性静止性，常染色体显性遗传3,139330
GNAT2,色盲-4,139340
GNB1,急性淋巴细胞白血病，体细胞;智力低下，常染色体显性42,139380
GNB3,高血压，原发性，易感 ,139130
GNB4,Charcot-Marie-Tooth病，显性中间型F,610863
GNE,Nonaka肌病;唾液酸尿症,603824
GNMT,甘氨酸N-甲基转移酶缺乏症 ,606628
GNPAT,肢根点状软骨发育不良，2型,602744
GNPTAB,黏脂质贮积症IIα/β;黏脂质贮积症IIIα/β,607840
GNPTAG,黏脂质贮积症IIIγ,607838
GNRH1,性腺功能减退12，伴随或不伴随嗅觉失灵,152760
GNRHR,性腺功能减退7不伴随嗅觉缺失,138850
GNS,黏多糖贮积症IIID型,607664
GORAB,老年样皮肤骨发育不良,607983
GOSR2,癫痫，进行性肌阵挛6,604027
GOT1,天门冬氨酸氨基转移酶、血清水平、QTL1 ,138180
GP1BA,非动脉炎性前部缺血性视神经病变，易感;Bernard Soulier综合征，A1型（隐性的） ;Bernard Soulier综合征，A2型（显性的） ;血管性血友病，血小板型,606672
GP1BB,Bernard Soulier综合征，B型 ;巨血小板障碍，分离,138720
GP6,出血性障碍，血小板型，11 ,605546
GP9,Bernard Soulier综合征，C型,173515
GPC3,Simpson-Golabi-Behmel综合征，1型;肾母细胞瘤，体细胞,300037
GPC6,肩骨发育不良1型,604404
GPD1,暂时性婴儿高甘油三酯血症,138420
GPD1L,Brugada综合征2,611778
GPD2,糖尿病，2型，易感 ,138430
GPDS1,色素播散综合征 ,600510
GPHN,钼因子缺乏症C,603930
GPI,溶血性贫血、非球形红细胞，由于磷酸葡萄糖异构酶缺乏症,172400
GPIHBP1,高脂蛋白血，1D型,612757
GPR101,垂体腺瘤，生长激素分泌2 ,300393
GPR126,致命的先天性挛缩综合征9,612243
GPR143,X连锁先天性眼球震颤6;眼白化病，I型，Nettleship Falls型,300808
GPR179,先天性静止性（完全的）夜盲症，1E，常染色体隐性遗传,614515
GPR51,尼古丁依赖性，保护抗性;尼古丁依赖性，易感,607340
GPR56,双侧额顶叶多小脑回畸形 ;双侧外侧裂多小脑回畸形,604110
GPR88,舞蹈病，儿童期发病，伴随精神运动发育迟缓,607468
GPSM2,Chudley-McCullough综合征,609245
GPT2,智力迟钝，常染色体隐性 ,138210
GPX1,溶血性贫血，由于谷胱甘肽过氧化物酶缺乏症,138320
GPX4,脊椎干骺端发育不良，Sedaghatian型,138322
GRD1,墓葬病，易感，1 ,275000
GRD2,Graves疾病，易感性，2,603388
GRDX,Graves病，易感性，X连锁,300351
GRHL2,耳聋，常染色体显性遗传28;外胚层发育不良/身材矮小综合征,608576
GRHL3,Van der Woude综合征2 ,608317
GRHPR,原发性高草酸尿症，II型,604296
GRIA3,智力低下，X连锁94,305915
GRID2,脊髓小脑性共济失调，常染色体隐性遗传18,602368
GRIK2,智力低下，常染色体隐性6,138244
GRIN1,智力低下，常染色体显性8,138249
GRIN2A,局灶性癫痫，伴随言语障碍，伴或不伴智力低下,138253
GRIN2B,早发幼儿癫痫性脑病27;智力低下，常染色体显性6,138252
GRIP1,Fraser综合征 ,604597
GRK1,Oguchi疾病（小口型先天性静止性夜盲症）-2,180381
GRM1,脊髓小脑性共济失调，常染色体隐性遗传13,604473
GRM6,先天性静止性（完全的）夜盲症，1B，常染色体隐性遗传 ,604096
GRN,原发性进行性失语;蜡样质脂褐质沉积病，神经元，11;额颞叶变性伴随泛素阳性包含物,138945
GRXCR1,耳聋，常染色体隐性遗传25,613283
GRXCR2,耳聋，常染色体隐性遗传101,615762
GSBS,高胆固醇血症，易感性 ,604088
GSC,身材矮小，耳道闭锁，下颌骨发育不全，骨骼畸形,138890
GSM1,Geniospasm,190100
GSN,淀粉样病变，芬兰型,137350
GSR,溶血性贫血，由于谷胱甘肽过氧化物酶缺乏症,138300
GSS,谷胱甘肽合成酶缺乏症;溶血性贫血由于谷胱甘肽合成酶缺乏症,601002
GSTZ1,酪氨酸血症，Ib型,603758
GTF2E2,毛发低硫营养不良6，非光敏 ,189964
GTF2H5,毛发低硫营养不良3，光敏型,608780
GTPBP3,复合型氧化磷酸化缺陷症23,608536
GTS,杜尔雷斯综合征（抽动秽语综合征） ,137580
GUCA1A,视锥营养不良-3;视锥-视杆营养不良14,600364
GUCA1B,视网膜色素变性48,602275
GUCY1A3,脑基底异常血管网络病6伴食管失驰症,139396
GUCY2C,腹泻6型;胎粪性肠梗阻 ,601330
GUCY2D,视锥-视杆营养不良6;Leber氏先天性黑蒙1,600179
GULOP,坏血病,240400
GUSB,黏多糖贮积症VII型,611499
GUST,Gustavson综合征 ,309555
GYG1,糖原贮积病XV;葡聚糖体肌病2,603942
GYPA,血型，MN;疟疾，耐药性,111300
GYPB,血型，Ss ;疟疾，耐药性,111740
GYPC,血型，Gerbich ;疟疾，耐药性,110750
GYS1,肌肉糖原累积症0型,138570
GYS2,肝糖原累积症0型,138571
H19,Beckwith-Wiedemann综合征;Silver-Russell综合征;肾母细胞瘤2,103280
H6PD,可的松还原酶缺乏症1,138090
HABP2,甲状腺癌，非髓样，5;静脉血栓栓塞症，易感性,603924
HACE1,痉挛性截瘫和精神运动性阻滞伴或不伴癫痫,610876
HADHA,脂肪肝，急性，妊娠的;HELLP综合征，母系的，妊娠 ;长链3-羟酰辅酶A脱氢酶缺乏症;三功能蛋白缺乏症 ,600890
HADHB,三官能团蛋白缺乏症,143450
HADHSC,3-羟酰基辅酶A脱氢酶缺乏症 ;家族性高胰岛素血症，4,601609
HAGH,乙二醛酶Ⅱ缺乏症,138760
HAL,组氨酸血症 ,609457
HAMP,血色病 ，2B型,606464
HARS,Charcot（腓骨肌萎缩症）-Marie-Tooth 疾病，轴突，2W型;Usher综合征，3B型,142810
HARS2,Perrault综合征2,600783
HAVCR1,特应性，耐药性,606518
HAX1,严重先天性中性白细胞减少症3型，常染色体隐性遗传,605998
HBA1,Erythremias，α-;变性珠蛋白小体贫血，α型;血红蛋白H疾病，非缺失型;高铁血红蛋白血症，α-;α地中海贫血,141800
HBA2,红细胞增多症 ;变性珠蛋白小体贫血（Heinz身体贫血症）;血红蛋白H疾病，非缺失型;低色素性小细胞性贫血;α地中海贫血,141850
HBB,疟疾，耐药性;Δ-β珠蛋白生成障碍性贫血;Erythremias，β-;变性珠蛋白小体贫血，β型;胎儿血红蛋白遗传持续性;高铁血红蛋白血症，β-;镰刀形红细胞贫血;β地中海贫血，显性包涵体;β地中海贫血,141900
HBD,由于Hb Lepore造成的地中海贫血;地中海贫血，Δ,142000
HBEGF,白喉，易感,126150
HBFQTL2,胎儿血红蛋白定量性状基因座2,142470
HBFQTL3,胎儿血红蛋白定量性状基因座3 ,305435
HBFQTL4,胎儿血红蛋白定量性状基因座4,606789
