Disease_name,疾病名称（中文）,OMIM_id,Disease_name,OMIM英文名,OMIM中文名,Phenotype,遗传模式,incomplete penetrance,没有
Hartnup disease,Hartnup病,234500,Hartnup disease,,,眼部异常，斜视，视力异常，畏光，眼球震颤，情绪不稳，幻觉，焦虑，皮疹，光感性皮肤，共济失调，肌张力减退，反射亢进，吸收不良，偏头痛，脑电图异常，高中性氨基酸尿，尿液颜色异常,AR,,
Hawkinsinuria,霍金素尿,140350,Hawkinsinuria,,,肌张力减退，未能茁壮成长，代谢性酸中毒，绒毛，4-羟基苯丙酮酸尿症，4-羟基苯乙酸尿症，毛发稀疏，酪氨酸代谢异常,AD,,
Galactosialidosis,半乳糖唾液酸贮积症,256540,Galactosialidosis,,,面容粗糙，听力障碍，脊柱异常，智力残疾，癫痫发作，骨骼发育不良，椎骨异常，角膜混浊，黄斑樱桃红点,AR,,
Goldenhar syndrome,Goldenhar综合征,164210,,,,腭裂，平颧骨，面部不对称，上颌骨发育不全，小下颌畸形，内耳异常，听力障碍，低位后旋转耳，中耳异常，耳前皮赘，外耳道闭锁，眼球外层皮样囊肿，神经语言障碍，脊椎分节不全，椎体发育低下，小耳畸形，单侧外耳畸形，婴儿期喂养困难，非中线唇裂,AD,,
Congenital fiber-type disproportion myopathy,先天性纤维类型比例失调,255310;300580,Congenital fiber-type disproportion myopathy,,,漏斗胸，肌张力减退，腱反射减低，反复呼吸道感染，脊柱侧弯，肌病,AD，XD,,
Freeman-Sheldon syndrome,远端关节挛缩2A型,193700;277720;616266,Distal Arthrogryposis type 2A,,,隐睾，嘴巴狭窄，牙齿异常，眼距过宽，长人中，听力障碍，鼻翼发育不全，宽鼻梁，鼻嵴凹陷，斜视，眼睛深陷，下斜睑裂，上睑下垂，关节僵硬，未能茁壮成长，生长延迟，产前胎动异常，鼻音很重，马蹄内翻足，恶性高热，神经语言障碍，脊柱侧弯，身材矮小，婴儿期喂养困难，手指尺侧偏斜，下巴浅凹，手指弯曲,AD，AR,,
Mitochondrial DNA depletion syndrome 5,线粒体DNA缺失综合征5型,612073,,Mitochondrial DNA depletion syndrome 5,线粒体DNA缺失综合征5型,小头畸形，感音神经性耳聋，视觉障碍，上睑下垂，视网膜电流图异常，视觉诱发电位异常，行为异常，神经传导速度降低，癫痫发作，共济失调，全面发育迟缓，腱反射减弱，巨脑室，粗大运动发育迟缓，全身性多毛症，脑钙化，肌萎缩，血清肌酸磷酸激酶升高，氨基酸尿，身材矮小，恶病质，进行性智力残疾，甲基丙二酸尿症,AR,,
Ebstein malformation,,224700,,,,早产，房间隔缺陷，动脉导管未闭，心中隔异常，呼吸功能不全，心脏和大血管畸形，房颤，三尖瓣爱泼斯坦异常，三尖瓣闭锁，心律失常，右束支传导阻滞，疲倦，胸痛,AR,,
Isolated ectopia lentis,单纯性晶体异位,129600;225100;225200,,Isolated Ectopia Lentis 1,单纯性晶体异位1型,平颧骨，下颌前突畸形，晶状体异位，关节僵硬，认知障碍,AD，AR,,
Omphalocele,脐膨出,164750;310980,Omphalocele,,,脐膨出，早产,XL，AD,,
Neuroblastoma,神经母细胞瘤易感2型,613016;613017;616792;256700;613013;613014;613015,Neuroblastoma,,,神经系统的肿瘤，尿儿茶酚胺升高,AD,,
Schimmelpenning-Feuerstein-Mims Syndrome,Schimmelpenning-Feuerstein-Mims综合征,163200,,Schimmelpenning-Feuerstein-Mims Syndrome,Schimmelpenning-Feuerstein-Mims综合征,枕骨突出，面部不对称，眼部异常，视力异常，内眦距过宽，小眼畸形，虹膜缺损，黑素细胞痣，海绵状血管瘤，智力残疾，癫痫发作，肌张力减退，腱反射减低，反射亢进，斜头畸形，脱发，前额突出，巨脑室，脑穿通畸形，脑电图异常，膝反屈，椎体分节缺陷，双侧顶骨部收窄，小脑发育缺陷/发育不全，不规则的色素沉着，皮脂腺瘤，不对称增长,,,
Metatropic dysplasia,变形骨发育不良,156530,Metatropic dysplasia,,,额头高，肋骨异常，胸窄，干骺端异常，关节僵硬，脊柱侧弯，骨骼发育不良，驼背，戟形骨盆，短肢，异常的骨皮质形态异常，椎体形态异常，软骨内骨化异常，严重的身材矮小，椎间盘异常，鼻梁凹陷，颈椎发育低下，粗糙的骨小梁，胸长,AD,,
Thanatophoric dysplasia,致死性发育不良,156830;187600;187601,,"Thanatophoric Dysplasia, type I",致死性发育不良I型,大头畸形，听力障碍，眼球突出，胸窄，扁平椎骨，干骺端异常，短指畸形综合征，肌张力减退，胎儿宫内发育迟缓，赘肉，前额突出，肺发育不良，巨脑室，极重度智力残疾，异位，骨骼发育不良，短肢，鼻梁凹陷，不相称的短肢矮小，短胸部，颈部透明带厚度增加，面中部后缩，脸部扁平,AD,,
Myotonic Dystrophy Type 2,肌强直性营养不良2型,602668,,Myotonic Dystrophy Type 2,肌强直性营养不良2型,"心动过速,前额秃发,心悸,近端肌肉无力,性腺机能低下,颈屈肌无力,彩虹色后囊下白内障,少精症,肌强直,卵泡刺激素水平升高,肌痛,胰岛素不敏感,血清肌酸磷酸激酶升高,2型肌纤维萎缩，IgM抗体缺乏症,糖尿病",AD,,
Pendred syndrome,Pendred综合征,274600,Pendred syndrome,,,内耳异常，感音神经性耳聋，甲状腺功能减退症，甲状腺肿，耳蜗发育不全，前庭导水管扩大,AR,,
Juvenile Paget disease,青少年paget病,239000,Juvenile Paget disease,,,牙齿异常，大头畸形，听力障碍，视神经萎缩，鸡胸，高血压，锁骨异常，骨质疏松，高尿酸血症，复发性骨折，身材矮小，颅骨质增生，长骨弯曲，视网膜色素沉着异常，粗糙的骨小梁,AR,,
Tetrasomy 12p,Pallister-Killian综合征,601803,Pallister-Killian Syndrome,,,厚上唇，薄上唇，下唇唇红外翻，面容粗糙，眼距过宽，长人中，鼻孔前翻，短颈，内眦距过宽，上睑下垂，眉毛稀疏，睑裂上斜，牙齿萌出延迟，少汗症，肌张力减退，腱反射减低，前额突出，嘴部异常，骨骼成熟延迟，短鼻，身材矮小，恶病质，关节过度屈曲，毛发稀疏，重度智力残疾，前额突出,,,
Osteopetrosis with renal tubular acidosis,骨硬化症伴肾小管酸中毒(常染色体隐性骨硬化症3型),259730;267200,Osteopetrosis with renal tubular acidosis,,,肾小管异常，下颌前突畸形，龋齿，牙齿错位咬合，智力残疾，全面发育迟缓，未能茁壮成长，脾肿大，血小板减少，贫血，肝脏肿大，脑钙化，骨痛，复发性骨折，膝外翻，骨密度降低，骨骺异常，牙齿形态异常，周围神经病，无菌性骨坏死，骨硬化,AR,,
Horizontal gaze palsy with progressive scoliosis,平视麻痹伴进行性脊柱侧凸1型,607313,Horizontal gaze palsy with progressive scoliosis 1,,,短颈，眼球震颤，脊柱侧弯，驼背，水平核上性凝视麻痹，认知障碍,AR,,
Opsismodysplasia,Opsismo发育不良,258480,Opsismodysplasia,,,大囟门，大头畸形，干骺端异常，短指畸形综合征，锥形手指，肌张力减退，前额突出，呼吸功能不全，反复呼吸道感染，骨骼成熟延迟，耻骨发育低下，坐骨发育低下，方形髂骨，短鼻，严重的身材矮小，鼻梁凹陷，枕骨扁平，骨骺异常，椎体发育低下，椎体骨化异常,AR,,
Peroxisomal acyl-CoA oxidase deficiency,过氧化物酶酰基辅酶A氧化酶缺乏症,264470,Peroxisomal acyl-CoA oxidase deficiency,,,内眦赘皮，眼距过宽，低位耳，感音神经性耳聋，斜视，视网膜电流图异常，近视，眼球震颤，视神经萎缩，视觉诱发电位异常，缺牙症，癫痫发作，肌张力减退，全面发育迟缓，步态不稳，反射亢进，未能茁壮成长，婴幼儿死亡，代谢紊乱/稳态失衡，呼吸功能不全，神经语言障碍，肝脏肿大，脑电图异常，发育倒退，鼻梁凹陷，重度智力残疾，神经系统形态异常,AR,,
Prune belly syndrome,腹肌缺如伴尿道异常及隐睾症,100100,"Abdominal Muscles, Absence Of, With Urinary Tract Abnormality And cryptorchidism",,,多囊性肾发育不全，复发性尿路感染，膀胱异常，隐睾，输尿管异常，输尿管积水，膀胱输尿管返流，肾功能不全，生育能力下降，肋骨异常，羊水过少，便秘，反复呼吸道感染，腹壁肌肉发育不全，肺发育缺陷/不全，小睾丸，先天性后尿道瓣膜,AR,,
Proteus syndrome,Proteus综合征,176920,Proteus syndrome,,,长头畸形，圆脸，黑素细胞痣，皮肤着色异常，皮肤增厚，皮下结节，脊柱侧弯，骨骼发育不良，减少肌肉质量，椎体形态异常，巨指，恶病质，血栓性静脉炎，颅骨增生，毛细血管瘤，泛发性角化过度，皮肤血管异常，脂肪瘤，动静脉畸形，不对称增长，支气管囊肿，内脏血管瘤病，淋巴管瘤，骨质增生，眼距过宽，巨耳畸形，淋巴水肿，手指异常，不成比例的高挑身材，胸廓不对称，肺栓塞，驼背，手并指，肺段缺失，不规则的色素沉着，皮下脂肪组织异常分布，多发性咖啡斑，错构瘤，单侧痣、线状表皮痣、疣状表皮痣,,,
Primary Spontaneous Pneumothorax,原发性自发性气胸,173600,,Primary Spontaneous Pneumothorax,原发性自发性气胸,呼吸系统异常，胸膜异常，气胸,AD,,
Neuralgic amyotrophy,遗传性神经痛性肌萎缩,162100,Hereditary Neuralgic Amyotrophy,,,斯普伦格尔异常，多发性神经病，肌无力，关节疼痛，感觉异常，肌电图异常，翼状肩胛,AD,,
Isolated Pierre Robin syndrome,,261800,,,,舌后坠，腭裂，小下颌畸形，咽部异常，新生儿呼吸窘迫，上气道阻塞,AR,,
Costello syndrome,Costello综合征,218040,Costello syndrome,,,隐睾，巨舌，牙齿异常，厚下唇，上腭狭窄，大头畸形，内眦赘皮，脸颊丰满，短颈，颈部皮肤皱褶冗赘，斜视，圆锥角膜，牙釉质异常，皮肤异常，黑棘皮病，角化过度，指甲异常，智力残疾，未能在婴儿期茁壮成长，羊水过多，赘肉，反甲，室间隔缺损，二尖瓣脱垂，肥厚性心肌病，肺动脉瓣狭窄，趾甲发育不良，嵌甲，胃食管反流，大脑皮层萎缩，羊毛状发，骨骼成熟延迟，身材矮小，跟腱增厚，鼻梁凹陷，关节过度屈曲，皮纹异常，婴儿期喂养困难，手指尺侧偏斜，乳头状瘤，皮肤弹性缺乏,AD,,
Pycnodysostosis,Pycnodysostosis,265800,致密性成骨不全,,,牙齿异常，上腭狭窄，短头畸形，脸部异常，平颧骨，额头高，眼球突出，蓝巩膜，牙齿萌出延迟，锁骨异常，骨骼系统异常，脊柱异常，短指畸形综合征，指甲异常，甲纵嵴，短指（趾）畸形，前额突出，缝间骨，骨骼发育不良，骨痛，复发性骨折，骨溶解，椎骨异常，身材矮小，前囟持续开放，骨骺异常，牙齿形态异常，骨盆骨骨化异常，手指短末节指骨，面中部后缩,AR,,
Disorder of sex development-intellectual disability syndrome,,600122,,,,阴囊发育不良，性腺机能低下，薄嘴唇，脸部异常，人中短，低位后旋转耳，短颈，眼睛深陷，一字眉，智力残疾，后发际低，嘴部异常，驼背，膝外翻，短鼻，隐性脊柱裂，骨密度降低，乳头间距宽，小耳畸形，重度感音神经性耳聋，阴茎发育不良，短胸部，毛发分布异常,,,
Congenital short bowel syndrome,先天短肠综合征,300048;615237,Congenital short bowel syndrome,,,身材矮小，肠道发育不良，认知障碍，脂肪萎缩，少毛症，肠旋转不良,XR,,
Hereditary fructose intolerance,遗传性果糖不耐受,229600,Hereditary fructose intolerance,,,"未能茁壮成长,低血糖,代谢性酸中毒,高磷酸盐尿症,低磷血症,胃肠道出血,高尿酸尿症,尿中碳酸氢盐增多,高胆红素血症,近端肾小管酸中毒,果糖不耐受,糖尿,黄疸,肝脏肿大,营养不良,高尿酸血症,肝硬化,一过性氨基酸尿,癫痫发作,呕吐,乳酸酸中毒",AR,,
Jacobsen syndrome,Jacobsen综合征,147791,Jacobsen syndrome,,,隐睾，大头畸形，内眦赘皮，眼距过宽，人中扁平，面部不对称，长人中，额头高，低位后旋转耳，鼻孔前翻，短颈，小角膜，斜视，下斜睑裂，上睑下垂，肋骨缺少，智力残疾，全面发育迟缓，生长延迟，早产，室间隔缺损，扁平足，脚趾并指畸形，短指（趾）畸形，拇指长，脚趾屈指畸形，血小板减少，前额突出，便秘，巨脑室，反复呼吸道感染，短鼻，椎体形态异常，身材矮小，骨髓细胞过少，手并指，注意力缺陷多动障碍，婴儿期喂养困难，耳垂发育缺陷/不全，脚拇趾趾骨变宽，宽鼻小柱，眉毛发育不全／低下,,,
Joubert syndrome with oculorenal defect,Joubert综合征5型,243910;608091;610188;612285;614424;614465;614844,Joubert Syndrome 5,,,肾病，长脸，低位后旋转耳，视觉障碍，上睑下垂，视网膜营养不良，脉络膜视网膜缺损，虹膜缺损，失明，眼球震颤，行为异常，自闭症行为，智力残疾，共济失调，肌张力减退，全面发育迟缓，小脑蚓部发育不全，呼吸暂停，磁共振磨牙征，呼吸过速，双侧顶骨部收窄,AR,,
Isolated congenital breast hypoplasia/aplasia,,113700;616001,,,,"乳头缺失,鼻后孔闭锁,宽鼻尖,人中扁平,小耳垂",,,
Foveal Hypoplasia and Presenile Cataract Syndrome,中央凹发育不良及早老型白内障综合征,136520,,Foveal Hypoplasia and Presenile Cataract Syndrome,中央凹发育不良及早老型白内障综合征,眼部异常，斜视，白内障，眼球震颤，视神经萎缩，视力异常，泛发性色素沉着,AD，AR,,
Multiple intestinal atresia,多发性肠闭锁,243150,Multiple Intestinal Atresia,,,"室间隔缺损,重症联合免疫缺陷,胸腺发育不全,胎儿宫内发育迟缓,脐膨出,肠旋转不良,牛皮癣,羊水过多,肠闭锁,便血,自身免疫性溶血性贫血",,,
Langer-Giedion syndrome,毛发-鼻-指(趾)综合征II型,150230,"Trichorhinophalangeal Syndrome, Type II",,,薄上唇，长人中，低位后旋转耳，招风耳，蒜头鼻，粗眉毛，智力残疾，关节脱位，赘肉，深人中，脱发，骨痛，骨骼成熟延迟，身材矮小，多发长骨外生骨疣，关节过度屈曲，下颌骨发育不全／低下，手的指骨锥形骨骺，外生骨疣,AD,,
Larsen-like osseous dysplasia-short stature syndrome,,608545,,,,眼球突出，干骺端异常，短指畸形综合征，掌骨异常，髋关节发育不良，胎儿宫内发育迟缓，盆带骨形态异常，脊柱侧弯，骨骼发育不良，椎体形态异常，小手指屈指畸形，身材矮小，骨密度降低,,,
KID syndrome,角膜炎-鱼鳞病-耳聋综合征,148210;242150;602540,Keratitis-Ichthyosis-Deafness Syndrome,,,舌异常，沟裂舌，感音神经性耳聋，角膜炎，睫毛异常，视觉障碍，畏光，少汗症，掌跖角化症，脱发，趾甲发育不良，指甲发育不良，趾甲营养不良，绒毛，口腔白斑，骨溶解，复发性细菌性皮肤感染，泛发性角化过度，鱼鳞病，毛发稀疏，指甲营养不良，红斑，角膜新生血管，斑疹，眉毛发育不全／低下，皮肤溃疡,AD,,
Isolated cloverleaf skull syndrome,,148800;600775,,Craniosynostosis 4,颅缝早闭4型,平颧骨，额头高，低位后旋转耳，凸鼻嵴，眼球突出，颅缝早闭，关节活动受限，骨骼发育不良，椎体形态异常，手并指，面中部后缩，认知障碍,AD,,
